ID,CD_GCUF,NM_UF,NM_UF_SIGLA,CD_GCMUN,NM_MUN_2016,AR_MUN_2016
1209,24,Rio Grande do Norte,RN,2412302,SÃO JOSÉ DO CAMPESTRE,341
1210,24,Rio Grande do Norte,RN,2412401,SÃO JOSÉ DO SERIDÓ,175
1211,24,Rio Grande do Norte,RN,2412500,SÃO MIGUEL,166
1212,24,Rio Grande do Norte,RN,2412559,SÃO MIGUEL DO GOSTOSO,344
1213,24,Rio Grande do Norte,RN,2412609,SÃO PAULO DO POTENGI,240
1214,24,Rio Grande do Norte,RN,2412708,SÃO PEDRO,195
1215,24,Rio Grande do Norte,RN,2412807,SÃO RAFAEL,469
1216,24,Rio Grande do Norte,RN,2412906,SÃO TOMÉ,863
1217,24,Rio Grande do Norte,RN,2413003,SÃO VICENTE,198
1218,24,Rio Grande do Norte,RN,2413102,SENADOR ELÓI DE SOUZA,168
1219,24,Rio Grande do Norte,RN,2413201,SENADOR GEORGINO AVELINO,26
1220,24,Rio Grande do Norte,RN,2413300,SERRA DE SÃO BENTO,97
1221,24,Rio Grande do Norte,RN,2413359,SERRA DO MEL,620
1222,24,Rio Grande do Norte,RN,2413409,SERRA NEGRA DO NORTE,562
1223,24,Rio Grande do Norte,RN,2413508,SERRINHA,193
1224,24,Rio Grande do Norte,RN,2413557,SERRINHA DOS PINTOS,122
1225,24,Rio Grande do Norte,RN,2413607,SEVERIANO MELO,158
1226,24,Rio Grande do Norte,RN,2413706,SÍTIO NOVO,213
1227,24,Rio Grande do Norte,RN,2413805,TABOLEIRO GRANDE,124
1228,24,Rio Grande do Norte,RN,2413904,TAIPU,353
1229,24,Rio Grande do Norte,RN,2414001,TANGARÁ,357
1230,24,Rio Grande do Norte,RN,2414100,TENENTE ANANIAS,224
1231,24,Rio Grande do Norte,RN,2414159,TENENTE LAURENTINO CRUZ,69
1232,24,Rio Grande do Norte,RN,2414209,TIBAU DO SUL,102
1233,24,Rio Grande do Norte,RN,2414308,TIMBAÚBA DOS BATISTAS,135
1234,24,Rio Grande do Norte,RN,2414407,TOUROS,839
1235,24,Rio Grande do Norte,RN,2414456,TRIUNFO POTIGUAR,269
1236,24,Rio Grande do Norte,RN,2414506,UMARIZAL,214
1237,24,Rio Grande do Norte,RN,2414605,UPANEMA,873
1238,24,Rio Grande do Norte,RN,2414704,VÁRZEA,73
1239,24,Rio Grande do Norte,RN,2414753,VENHA-VER,72
1240,24,Rio Grande do Norte,RN,2414803,VERA CRUZ,84
1241,24,Rio Grande do Norte,RN,2414902,VIÇOSA,38
1242,24,Rio Grande do Norte,RN,2415008,VILA FLOR,48
1243,25,Paraíba,PB,2500106,ÁGUA BRANCA,237
1244,25,Paraíba,PB,2500205,AGUIAR,345
1245,25,Paraíba,PB,2500304,ALAGOA GRANDE,321
1246,25,Paraíba,PB,2500403,ALAGOA NOVA,122
1247,25,Paraíba,PB,2500502,ALAGOINHA,97
1248,25,Paraíba,PB,2500536,ALCANTIL,305
1249,25,Paraíba,PB,2500577,ALGODÃO DE JANDAÍRA,220
1250,25,Paraíba,PB,2500601,ALHANDRA,183
1251,25,Paraíba,PB,2500700,SÃO JOÃO DO RIO DO PEIXE,474
1252,25,Paraíba,PB,2500734,AMPARO,122
1253,25,Paraíba,PB,2500775,APARECIDA,296
1254,25,Paraíba,PB,2500809,ARAÇAGI,231
1255,25,Paraíba,PB,2500908,ARARA,99
1256,25,Paraíba,PB,2501005,ARARUNA,241
1257,25,Paraíba,PB,2501104,AREIA,267
1258,25,Paraíba,PB,2501153,AREIA DE BARAÚNAS,112
1259,25,Paraíba,PB,2501203,AREIAL,36
1260,25,Paraíba,PB,2501302,AROEIRAS,375
1261,25,Paraíba,PB,2501351,ASSUNÇÃO,126
1262,25,Paraíba,PB,2501401,BAÍA DA TRAIÇÃO,102
1263,25,Paraíba,PB,2501500,BANANEIRAS,258
1264,25,Paraíba,PB,2501534,BARAÚNA,51
1265,25,Paraíba,PB,2501575,BARRA DE SANTANA,374
1266,25,Paraíba,PB,2501609,BARRA DE SANTA ROSA,776
1267,25,Paraíba,PB,2501708,BARRA DE SÃO MIGUEL,595
1268,25,Paraíba,PB,2501807,BAYEUX,28
1269,25,Paraíba,PB,2501906,BELÉM,100
1270,25,Paraíba,PB,2502003,BELÉM DO BREJO DO CRUZ,601
1271,25,Paraíba,PB,2502052,BERNARDINO BATISTA,51
1272,25,Paraíba,PB,2502102,BOA VENTURA,171
1273,25,Paraíba,PB,2502151,BOA VISTA,477
1274,25,Paraíba,PB,2502201,BOM JESUS,46
1275,25,Paraíba,PB,2502300,BOM SUCESSO,184
1276,25,Paraíba,PB,2502409,BONITO DE SANTA FÉ,228
1277,25,Paraíba,PB,2502508,BOQUEIRÃO,375
1278,25,Paraíba,PB,2502607,IGARACY,192
1279,25,Paraíba,PB,2502706,BORBOREMA,26
1280,25,Paraíba,PB,2502805,BREJO DO CRUZ,399
1281,25,Paraíba,PB,2502904,BREJO DOS SANTOS,94
1282,25,Paraíba,PB,2503001,CAAPORÃ,150
1283,25,Paraíba,PB,2503100,CABACEIRAS,453
1284,25,Paraíba,PB,2503209,CABEDELO,32
1285,25,Paraíba,PB,2503308,CACHOEIRA DOS ÍNDIOS,193
1286,25,Paraíba,PB,2503407,CACIMBA DE AREIA,220
1287,25,Paraíba,PB,2503506,CACIMBA DE DENTRO,168
1288,25,Paraíba,PB,2503555,CACIMBAS,127
1289,25,Paraíba,PB,2503605,CAIÇARA,128
1290,25,Paraíba,PB,2503704,CAJAZEIRAS,566
1291,25,Paraíba,PB,2503753,CAJAZEIRINHAS,288
1292,25,Paraíba,PB,2503803,CALDAS BRANDÃO,56
1293,25,Paraíba,PB,2503902,CAMALAÚ,544
1294,25,Paraíba,PB,2504009,CAMPINA GRANDE,593
1295,25,Paraíba,PB,2504033,CAPIM,79
1296,25,Paraíba,PB,2504074,CARAÚBAS,497
1297,25,Paraíba,PB,2504108,CARRAPATEIRA,55
1298,25,Paraíba,PB,2504157,CASSERENGUE,201
1299,25,Paraíba,PB,2504207,CATINGUEIRA,529
1300,25,Paraíba,PB,2504306,CATOLÉ DO ROCHA,552
1301,25,Paraíba,PB,2504355,CATURITÉ,118
1302,25,Paraíba,PB,2504405,CONCEIÇÃO,579
1303,25,Paraíba,PB,2504504,CONDADO,279
1304,25,Paraíba,PB,2504603,CONDE,173
1305,25,Paraíba,PB,2504702,CONGO,333
1306,25,Paraíba,PB,2504801,COREMAS,379
1307,25,Paraíba,PB,2504850,COXIXOLA,170
1308,25,Paraíba,PB,2504900,CRUZ DO ESPÍRITO SANTO,191
1309,25,Paraíba,PB,2505006,CUBATI,137
1310,25,Paraíba,PB,2505105,CUITÉ,742
1311,25,Paraíba,PB,2505204,CUITEGI,39
1312,25,Paraíba,PB,2505238,CUITÉ DE MAMANGUAPE,108
1313,25,Paraíba,PB,2505279,CURRAL DE CIMA,85
1314,25,Paraíba,PB,2505303,CURRAL VELHO,223
1315,25,Paraíba,PB,2505352,DAMIÃO,186
1316,25,Paraíba,PB,2505402,DESTERRO,179
1317,25,Paraíba,PB,2505501,VISTA SERRANA,61
1318,25,Paraíba,PB,2505600,DIAMANTE,269
1319,25,Paraíba,PB,2505709,DONA INÊS,166
1320,25,Paraíba,PB,2505808,DUAS ESTRADAS,26
1321,25,Paraíba,PB,2505907,EMAS,241
1322,25,Paraíba,PB,2506004,ESPERANÇA,161
1323,25,Paraíba,PB,2506103,FAGUNDES,189
1324,25,Paraíba,PB,2506202,FREI MARTINHO,244
1325,25,Paraíba,PB,2506251,GADO BRAVO,192
1326,25,Paraíba,PB,2506301,GUARABIRA,166
1327,25,Paraíba,PB,2506400,GURINHÉM,346
1328,25,Paraíba,PB,2506509,GURJÃO,341
1329,25,Paraíba,PB,2506608,IBIARA,244
1330,25,Paraíba,PB,2506707,IMACULADA,317
1331,25,Paraíba,PB,2506806,INGÁ,268
1332,25,Paraíba,PB,2506905,ITABAIANA,219
1333,25,Paraíba,PB,2507002,ITAPORANGA,468
1334,25,Paraíba,PB,2507101,ITAPOROROCA,146
1335,25,Paraíba,PB,2507200,ITATUBA,244
1336,25,Paraíba,PB,2507309,JACARAÚ,253
1337,25,Paraíba,PB,2507408,JERICÓ,179
1338,25,Paraíba,PB,2507507,JOÃO PESSOA,211
1339,25,Paraíba,PB,2507606,JUAREZ TÁVORA,71
1340,25,Paraíba,PB,2507705,JUAZEIRINHO,468
1341,25,Paraíba,PB,2507804,JUNCO DO SERIDÓ,170
1342,25,Paraíba,PB,2507903,JURIPIRANGA,79
1343,25,Paraíba,PB,2508000,JURU,403
1344,25,Paraíba,PB,2508109,LAGOA,178
1345,25,Paraíba,PB,2508208,LAGOA DE DENTRO,85
1346,25,Paraíba,PB,2508307,LAGOA SECA,108
1347,25,Paraíba,PB,2508406,LASTRO,103
1348,25,Paraíba,PB,2508505,LIVRAMENTO,271
1349,25,Paraíba,PB,2508554,LOGRADOURO,38
1350,25,Paraíba,PB,2508604,LUCENA,89
1351,25,Paraíba,PB,2508703,MÃE D'ÁGUA,244
1352,25,Paraíba,PB,2508802,MALTA,156
1353,25,Paraíba,PB,2508901,MAMANGUAPE,340
1354,25,Paraíba,PB,2509008,MANAÍRA,353
1355,25,Paraíba,PB,2509057,MARCAÇÃO,123
1356,25,Paraíba,PB,2509107,MARI,155
1357,25,Paraíba,PB,2509156,MARIZÓPOLIS,64
1358,25,Paraíba,PB,2509206,MASSARANDUBA,206
1359,25,Paraíba,PB,2509305,MATARACA,184
1360,25,Paraíba,PB,2509339,MATINHAS,38
1361,25,Paraíba,PB,2509370,MATO GROSSO,84
1362,25,Paraíba,PB,2509396,MATURÉIA,84
1363,25,Paraíba,PB,2509404,MOGEIRO,214
1364,25,Paraíba,PB,2509503,MONTADAS,32
1365,25,Paraíba,PB,2509602,MONTE HOREBE,116
1366,25,Paraíba,PB,2509701,MONTEIRO,986
1367,25,Paraíba,PB,2509800,MULUNGU,195
1368,25,Paraíba,PB,2509909,NATUBA,203
1369,25,Paraíba,PB,2510006,NAZAREZINHO,192
1370,25,Paraíba,PB,2510105,NOVA FLORESTA,47
1371,25,Paraíba,PB,2510204,NOVA OLINDA,84
1372,25,Paraíba,PB,2510303,NOVA PALMEIRA,310
1373,25,Paraíba,PB,2510402,OLHO D'ÁGUA,596
1374,25,Paraíba,PB,2510501,OLIVEDOS,318
1375,25,Paraíba,PB,2510600,OURO VELHO,129
1376,25,Paraíba,PB,2510659,PARARI,208
1377,25,Paraíba,PB,2510709,PASSAGEM,112
1378,25,Paraíba,PB,2510808,PATOS,473
1379,25,Paraíba,PB,2510907,PAULISTA,577
1380,25,Paraíba,PB,2511004,PEDRA BRANCA,113
1381,25,Paraíba,PB,2511103,PEDRA LAVRADA,352
1382,25,Paraíba,PB,2511202,PEDRAS DE FOGO,405
1383,25,Paraíba,PB,2511301,PIANCÓ,565
1384,25,Paraíba,PB,2511400,PICUÍ,662
1385,25,Paraíba,PB,2511509,PILAR,102
1386,25,Paraíba,PB,2511608,PILÕES,64
1387,25,Paraíba,PB,2511707,PILÕEZINHOS,44
1388,25,Paraíba,PB,2511806,PIRPIRITUBA,80
1389,25,Paraíba,PB,2511905,PITIMBU,136
1390,25,Paraíba,PB,2512002,POCINHOS,628
1391,25,Paraíba,PB,2512036,POÇO DANTAS,97
1392,25,Paraíba,PB,2512077,POÇO DE JOSÉ DE MOURA,101
1393,25,Paraíba,PB,2512101,POMBAL,889
1394,25,Paraíba,PB,2512200,PRATA,192
1395,25,Paraíba,PB,2512309,PRINCESA ISABEL,368
1396,25,Paraíba,PB,2512408,PUXINANÃ,73
1397,25,Paraíba,PB,2512507,QUEIMADAS,403
1398,25,Paraíba,PB,2512606,QUIXABA,157
1399,25,Paraíba,PB,2512705,REMÍGIO,181
1400,25,Paraíba,PB,2512721,PEDRO RÉGIS,74
1401,25,Paraíba,PB,2512747,RIACHÃO,90
1402,25,Paraíba,PB,2512754,RIACHÃO DO BACAMARTE,38
1403,25,Paraíba,PB,2512762,RIACHÃO DO POÇO,40
1404,25,Paraíba,PB,2512788,RIACHO DE SANTO ANTÔNIO,91
1405,25,Paraíba,PB,2512804,RIACHO DOS CAVALOS,264
1406,25,Paraíba,PB,2512903,RIO TINTO,466
1407,25,Paraíba,PB,2513000,SALGADINHO,184
1408,25,Paraíba,PB,2513109,SALGADO DE SÃO FÉLIX,202
1409,25,Paraíba,PB,2513158,SANTA CECÍLIA,224
1410,25,Paraíba,PB,2513208,SANTA CRUZ,210
1411,25,Paraíba,PB,2513307,SANTA HELENA,210
1412,25,Paraíba,PB,2513356,SANTA INÊS,324
1413,25,Paraíba,PB,2513406,SANTA LUZIA,456
1414,25,Paraíba,PB,2513505,SANTANA DE MANGUEIRA,402
1415,25,Paraíba,PB,2513604,SANTANA DOS GARROTES,354
1416,25,Paraíba,PB,2513653,JOCA CLAUDINO,74
1417,25,Paraíba,PB,2513703,SANTA RITA,730
1418,25,Paraíba,PB,2513802,SANTA TERESINHA,358
1419,25,Paraíba,PB,2513851,SANTO ANDRÉ,198
1420,25,Paraíba,PB,2513901,SÃO BENTO,248
1421,25,Paraíba,PB,2513927,SÃO BENTINHO,197
1422,25,Paraíba,PB,2513943,SÃO DOMINGOS DO CARIRI,219
1423,25,Paraíba,PB,2513968,SÃO DOMINGOS,169
1424,25,Paraíba,PB,2513984,SÃO FRANCISCO,95
1425,25,Paraíba,PB,2514008,SÃO JOÃO DO CARIRI,653
1426,25,Paraíba,PB,2514107,SÃO JOÃO DO TIGRE,816
1427,25,Paraíba,PB,2514206,SÃO JOSÉ DA LAGOA TAPADA,342
1428,25,Paraíba,PB,2514305,SÃO JOSÉ DE CAIANA,176
1429,25,Paraíba,PB,2514404,SÃO JOSÉ DE ESPINHARAS,726
1430,25,Paraíba,PB,2514453,SÃO JOSÉ DOS RAMOS,98
1431,25,Paraíba,PB,2514503,SÃO JOSÉ DE PIRANHAS,677
1432,25,Paraíba,PB,2514552,SÃO JOSÉ DE PRINCESA,158
1433,25,Paraíba,PB,2514602,SÃO JOSÉ DO BONFIM,135
1434,25,Paraíba,PB,2514651,SÃO JOSÉ DO BREJO DO CRUZ,255
1435,25,Paraíba,PB,2514701,SÃO JOSÉ DO SABUGI,207
1436,25,Paraíba,PB,2514800,SÃO JOSÉ DOS CORDEIROS,377
1437,25,Paraíba,PB,2514909,SÃO MAMEDE,531
1438,25,Paraíba,PB,2515005,SÃO MIGUEL DE TAIPU,93
1439,25,Paraíba,PB,2515104,SÃO SEBASTIÃO DE LAGOA DE ROÇA,50
1440,25,Paraíba,PB,2515203,SÃO SEBASTIÃO DO UMBUZEIRO,461
1441,25,Paraíba,PB,2515302,SAPÉ,316
1442,25,Paraíba,PB,2515401,SÃO VICENTE DO SERIDÓ,276
1443,25,Paraíba,PB,2515500,SERRA BRANCA,688
1444,25,Paraíba,PB,2515609,SERRA DA RAIZ,29
1445,25,Paraíba,PB,2515708,SERRA GRANDE,83
1446,25,Paraíba,PB,2515807,SERRA REDONDA,56
1447,25,Paraíba,PB,2515906,SERRARIA,65
1448,25,Paraíba,PB,2515930,SERTÃOZINHO,33
1449,25,Paraíba,PB,2515971,SOBRADO,62
1450,25,Paraíba,PB,2516003,SOLÂNEA,233
1451,25,Paraíba,PB,2516102,SOLEDADE,560
1452,25,Paraíba,PB,2516151,SOSSÊGO,155
1453,25,Paraíba,PB,2516201,SOUSA,739
1454,25,Paraíba,PB,2516300,SUMÉ,838
1455,25,Paraíba,PB,2516409,TACIMA,246
1456,25,Paraíba,PB,2516508,TAPEROÁ,628
1457,25,Paraíba,PB,2516607,TAVARES,237
1458,25,Paraíba,PB,2516706,TEIXEIRA,161
1459,25,Paraíba,PB,2516755,TENÓRIO,105
1460,25,Paraíba,PB,2516805,TRIUNFO,220
1461,25,Paraíba,PB,2516904,UIRAÚNA,294
1462,25,Paraíba,PB,2517001,UMBUZEIRO,187
1463,25,Paraíba,PB,2517100,VÁRZEA,191
1464,25,Paraíba,PB,2517209,VIEIRÓPOLIS,147
1465,25,Paraíba,PB,2517407,ZABELÊ,109
1466,26,Pernambuco,PE,2600054,ABREU E LIMA,126
1467,26,Pernambuco,PE,2600104,AFOGADOS DA INGAZEIRA,378
1468,26,Pernambuco,PE,2600203,AFRÂNIO,1491
1469,26,Pernambuco,PE,2600302,AGRESTINA,201
1470,26,Pernambuco,PE,2600401,ÁGUA PRETA,533
1471,26,Pernambuco,PE,2600500,ÁGUAS BELAS,886
1472,26,Pernambuco,PE,2600609,ALAGOINHA,216
1473,26,Pernambuco,PE,2600708,ALIANÇA,272
1474,26,Pernambuco,PE,2600807,ALTINHO,453
1475,26,Pernambuco,PE,2600906,AMARAJI,235
1476,26,Pernambuco,PE,2601003,ANGELIM,118
1477,26,Pernambuco,PE,2601052,ARAÇOIABA,96
1478,26,Pernambuco,PE,2601102,ARARIPINA,2037
1479,26,Pernambuco,PE,2601201,ARCOVERDE,323
1480,26,Pernambuco,PE,2601300,BARRA DE GUABIRABA,120
1481,26,Pernambuco,PE,2601409,BARREIROS,233
1482,26,Pernambuco,PE,2601508,BELÉM DE MARIA,75
1483,26,Pernambuco,PE,2601607,BELÉM DO SÃO FRANCISCO,1831
1484,26,Pernambuco,PE,2601706,BELO JARDIM,648
1485,26,Pernambuco,PE,2601805,BETÂNIA,1244
1486,26,Pernambuco,PE,2601904,BEZERROS,491
1487,26,Pernambuco,PE,2602001,BODOCÓ,1622
1488,26,Pernambuco,PE,2602100,BOM CONSELHO,792
1489,26,Pernambuco,PE,2602209,BOM JARDIM,218
1490,26,Pernambuco,PE,2602308,BONITO,390
1491,26,Pernambuco,PE,2602407,BREJÃO,160
1492,26,Pernambuco,PE,2602506,BREJINHO,106
1493,26,Pernambuco,PE,2602605,BREJO DA MADRE DE DEUS,762
1494,26,Pernambuco,PE,2602704,BUENOS AIRES,93
1495,26,Pernambuco,PE,2602803,BUÍQUE,1321
1496,26,Pernambuco,PE,2602902,CABO DE SANTO AGOSTINHO,449
1497,26,Pernambuco,PE,2603009,CABROBÓ,1658
1498,26,Pernambuco,PE,2603108,CACHOEIRINHA,179
1499,26,Pernambuco,PE,2603207,CAETÉS,295
1500,26,Pernambuco,PE,2603306,CALÇADO,122
1501,26,Pernambuco,PE,2603405,CALUMBI,179
1502,26,Pernambuco,PE,2603454,CAMARAGIBE,51
1503,26,Pernambuco,PE,2603504,CAMOCIM DE SÃO FÉLIX,72
1504,26,Pernambuco,PE,2603603,CAMUTANGA,38
1505,26,Pernambuco,PE,2603702,CANHOTINHO,423
1506,26,Pernambuco,PE,2603801,CAPOEIRAS,336
1507,26,Pernambuco,PE,2603900,CARNAÍBA,428
1508,26,Pernambuco,PE,2603926,CARNAUBEIRA DA PENHA,1005
1509,26,Pernambuco,PE,2604007,CARPINA,148
1510,26,Pernambuco,PE,2604106,CARUARU,921
1511,26,Pernambuco,PE,2604155,CASINHAS,116
1512,26,Pernambuco,PE,2604205,CATENDE,207
1513,26,Pernambuco,PE,2604304,CEDRO,149
1514,26,Pernambuco,PE,2604403,CHÃ DE ALEGRIA,49
1515,26,Pernambuco,PE,2604502,CHÃ GRANDE,85
1516,26,Pernambuco,PE,2604601,CONDADO,90
1517,26,Pernambuco,PE,2604700,CORRENTES,318
1518,26,Pernambuco,PE,2604809,CORTÊS,101
1519,26,Pernambuco,PE,2604908,CUMARU,292
1520,26,Pernambuco,PE,2605004,CUPIRA,95
1521,26,Pernambuco,PE,2605103,CUSTÓDIA,1404
1522,26,Pernambuco,PE,2605152,DORMENTES,1539
1523,26,Pernambuco,PE,2605202,ESCADA,342
1524,26,Pernambuco,PE,2605301,EXU,1337
1525,26,Pernambuco,PE,2605400,FEIRA NOVA,108
1526,26,Pernambuco,PE,2605459,FERNANDO DE NORONHA,17
1527,26,Pernambuco,PE,2605509,FERREIROS,89
1528,26,Pernambuco,PE,2605608,FLORES,996
1529,26,Pernambuco,PE,2605707,FLORESTA,3644
1530,26,Pernambuco,PE,2605806,FREI MIGUELINHO,213
1531,26,Pernambuco,PE,2605905,GAMELEIRA,256
1532,26,Pernambuco,PE,2606002,GARANHUNS,459
1533,26,Pernambuco,PE,2606101,GLÓRIA DO GOITÁ,232
1534,26,Pernambuco,PE,2606200,GOIANA,446
1535,26,Pernambuco,PE,2606309,GRANITO,522
1536,26,Pernambuco,PE,2606408,GRAVATÁ,507
1537,26,Pernambuco,PE,2606507,IATI,635
1538,26,Pernambuco,PE,2606606,IBIMIRIM,1906
1539,26,Pernambuco,PE,2606705,IBIRAJUBA,190
1540,26,Pernambuco,PE,2606804,IGARASSU,306
1541,26,Pernambuco,PE,2606903,IGUARACY,838
1542,26,Pernambuco,PE,2607000,INAJÁ,1168
1543,26,Pernambuco,PE,2607109,INGAZEIRA,244
1544,26,Pernambuco,PE,2607208,IPOJUCA,527
1545,26,Pernambuco,PE,2607307,IPUBI,694
1546,26,Pernambuco,PE,2607406,ITACURUBA,430
1547,26,Pernambuco,PE,2607505,ITAÍBA,1062
1548,26,Pernambuco,PE,2607604,ILHA DE ITAMARACÁ,67
1549,26,Pernambuco,PE,2607653,ITAMBÉ,305
1550,26,Pernambuco,PE,2607703,ITAPETIM,405
1551,26,Pernambuco,PE,2607752,ITAPISSUMA,74
1552,26,Pernambuco,PE,2607802,ITAQUITINGA,163
1553,26,Pernambuco,PE,2607901,JABOATÃO DOS GUARARAPES,259
1554,26,Pernambuco,PE,2607950,JAQUEIRA,87
1555,26,Pernambuco,PE,2608008,JATAÚBA,715
1556,26,Pernambuco,PE,2608057,JATOBÁ,278
1557,26,Pernambuco,PE,2608107,JOÃO ALFREDO,140
1558,26,Pernambuco,PE,2608206,JOAQUIM NABUCO,122
1559,26,Pernambuco,PE,2608255,JUCATI,121
1560,26,Pernambuco,PE,2608305,JUPI,105
1561,26,Pernambuco,PE,2608404,JUREMA,148
1562,26,Pernambuco,PE,2608453,LAGOA DO CARRO,70
1563,26,Pernambuco,PE,2608503,LAGOA DE ITAENGA,57
1564,26,Pernambuco,PE,2608602,LAGOA DO OURO,199
1565,26,Pernambuco,PE,2608701,LAGOA DOS GATOS,225
1566,26,Pernambuco,PE,2608750,LAGOA GRANDE,1850
1567,26,Pernambuco,PE,2608800,LAJEDO,189
1568,26,Pernambuco,PE,2608909,LIMOEIRO,274
1569,26,Pernambuco,PE,2609006,MACAPARANA,108
1570,26,Pernambuco,PE,2609105,MACHADOS,60
1571,26,Pernambuco,PE,2609154,MANARI,345
1572,26,Pernambuco,PE,2609204,MARAIAL,200
1573,26,Pernambuco,PE,2609303,MIRANDIBA,822
1574,26,Pernambuco,PE,2609402,MORENO,196
1575,26,Pernambuco,PE,2609501,NAZARÉ DA MATA,131
1576,26,Pernambuco,PE,2609600,OLINDA,42
1577,26,Pernambuco,PE,2609709,OROBÓ,139
1578,26,Pernambuco,PE,2609808,OROCÓ,555
1579,26,Pernambuco,PE,2609907,OURICURI,2382
1580,26,Pernambuco,PE,2610004,PALMARES,339
1581,26,Pernambuco,PE,2610103,PALMEIRINA,169
1582,26,Pernambuco,PE,2610202,PANELAS,380
1583,26,Pernambuco,PE,2610301,PARANATAMA,185
1584,26,Pernambuco,PE,2610400,PARNAMIRIM,2621
1585,26,Pernambuco,PE,2610509,PASSIRA,327
1586,26,Pernambuco,PE,2610608,PAUDALHO,275
1587,26,Pernambuco,PE,2610707,PAULISTA,97
1588,26,Pernambuco,PE,2610806,PEDRA,921
1589,26,Pernambuco,PE,2610905,PESQUEIRA,981
1590,26,Pernambuco,PE,2611002,PETROLÂNDIA,1057
1591,26,Pernambuco,PE,2611101,PETROLINA,4562
1592,26,Pernambuco,PE,2611200,POÇÃO,204
1593,26,Pernambuco,PE,2611309,POMBOS,240
1594,26,Pernambuco,PE,2611408,PRIMAVERA,113
1595,26,Pernambuco,PE,2611507,QUIPAPÁ,231
1596,26,Pernambuco,PE,2611533,QUIXABA,211
1597,26,Pernambuco,PE,2611606,RECIFE,218
1598,26,Pernambuco,PE,2611705,RIACHO DAS ALMAS,314
1599,26,Pernambuco,PE,2611804,RIBEIRÃO,290
1600,26,Pernambuco,PE,2611903,RIO FORMOSO,227
1601,26,Pernambuco,PE,2612000,SAIRÉ,189
1602,26,Pernambuco,PE,2612109,SALGADINHO,87
1603,26,Pernambuco,PE,2612208,SALGUEIRO,1687
1604,26,Pernambuco,PE,2612307,SALOÁ,252
1605,26,Pernambuco,PE,2612406,SANHARÓ,269
1606,26,Pernambuco,PE,2612455,SANTA CRUZ,1246
1607,26,Pernambuco,PE,2612471,SANTA CRUZ DA BAIXA VERDE,115
1608,26,Pernambuco,PE,2612505,SANTA CRUZ DO CAPIBARIBE,335
1609,26,Pernambuco,PE,2612554,SANTA FILOMENA,1005
1610,26,Pernambuco,PE,2612604,SANTA MARIA DA BOA VISTA,3001
1611,26,Pernambuco,PE,2612703,SANTA MARIA DO CAMBUCÁ,92
1612,26,Pernambuco,PE,2612802,SANTA TEREZINHA,200
1613,26,Pernambuco,PE,2612901,SÃO BENEDITO DO SUL,160
1614,26,Pernambuco,PE,2613008,SÃO BENTO DO UNA,719
1615,26,Pernambuco,PE,2613107,SÃO CAITANO,382
1616,26,Pernambuco,PE,2613206,SÃO JOÃO,258
1617,26,Pernambuco,PE,2613305,SÃO JOAQUIM DO MONTE,232
1618,26,Pernambuco,PE,2613404,SÃO JOSÉ DA COROA GRANDE,69
1619,26,Pernambuco,PE,2613503,SÃO JOSÉ DO BELMONTE,1474
1620,26,Pernambuco,PE,2613602,SÃO JOSÉ DO EGITO,794
1621,26,Pernambuco,PE,2613701,SÃO LOURENÇO DA MATA,262
1622,26,Pernambuco,PE,2613800,SÃO VICENTE FERRER,114
1623,26,Pernambuco,PE,2613909,SERRA TALHADA,2980
1624,26,Pernambuco,PE,2614006,SERRITA,1538
1625,26,Pernambuco,PE,2614105,SERTÂNIA,2422
1626,26,Pernambuco,PE,2614204,SIRINHAÉM,375
1627,26,Pernambuco,PE,2614303,MOREILÂNDIA,404
1628,26,Pernambuco,PE,2614402,SOLIDÃO,138
1629,26,Pernambuco,PE,2614501,SURUBIM,253
1630,26,Pernambuco,PE,2614600,TABIRA,388
1631,26,Pernambuco,PE,2614709,TACAIMBÓ,228
1632,26,Pernambuco,PE,2614808,TACARATU,1265
1633,26,Pernambuco,PE,2614857,TAMANDARÉ,214
1634,26,Pernambuco,PE,2615003,TAQUARITINGA DO NORTE,475
1635,26,Pernambuco,PE,2615102,TEREZINHA,151
1636,26,Pernambuco,PE,2615201,TERRA NOVA,296
1637,26,Pernambuco,PE,2615300,TIMBAÚBA,293
1638,26,Pernambuco,PE,2615409,TORITAMA,26
1639,26,Pernambuco,PE,2615508,TRACUNHAÉM,135
1640,26,Pernambuco,PE,2615607,TRINDADE,296
1641,26,Pernambuco,PE,2615706,TRIUNFO,192
1642,26,Pernambuco,PE,2615805,TUPANATINGA,950
1643,26,Pernambuco,PE,2615904,TUPARETAMA,179
1644,26,Pernambuco,PE,2616001,VENTUROSA,335
1645,26,Pernambuco,PE,2616100,VERDEJANTE,476
1646,26,Pernambuco,PE,2616183,VERTENTE DO LÉRIO,74
1647,26,Pernambuco,PE,2616209,VERTENTES,196
1648,26,Pernambuco,PE,2616308,VICÊNCIA,228
1649,26,Pernambuco,PE,2616407,VITÓRIA DE SANTO ANTÃO,336
1650,26,Pernambuco,PE,2616506,XEXÉU,111
1651,27,Alagoas,AL,2700102,ÁGUA BRANCA,468
1652,27,Alagoas,AL,2700201,ANADIA,186
1653,27,Alagoas,AL,2700300,ARAPIRACA,346
1654,27,Alagoas,AL,2700409,ATALAIA,533
1655,27,Alagoas,AL,2700508,BARRA DE SANTO ANTÔNIO,132
1656,27,Alagoas,AL,2700607,BARRA DE SÃO MIGUEL,77
