Auxílio-Moradia-2015,Auxílio-Moradia-2016,Auxílio-Moradia-2017,Auxílio-Moradia-2018,Escritório(s) de Apoio-2015,Escritório(s) de Apoio-2016,Escritório(s) de Apoio-2017,Escritório(s) de Apoio-2018,Gabinete-2015,Gabinete-2016,Gabinete-2017,Gabinete-2018,Imóvel Funcional-2015,Imóvel Funcional-2016,Imóvel Funcional-2017,Imóvel Funcional-2018,Participacao,TotalGabinete-2015,TotalGabinete-2016,TotalGabinete-2017,TotalGabinete-2018,UF,codigo,email,gastos,gastos2015,gastos2016,gastos2017,gastos2018,nascimentoData,naturalMunicipio,nome,nomeCompleto,nomeSort,partido,sexo,status,urlFoto,urlPagina
7,12,12,4,4,5,6,6,17,16,14,18,0,0,0,0,1º Suplente,21,21,20,24,SC,5132,dalirio.beber@senador.leg.br,739808.51,147168.23,279803.99,252979.84,59856.45,16/04/1949,4210605,Dalirio Beber,Dalírio José Beber,dalirio beber,PSDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5132.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5132
0,0,0,0,10,8,10,14,21,24,31,34,0,0,0,0,Titular,31,32,41,48,AP,3830,davi.alcolumbre@senador.leg.br,1716167.54,499411.68,549876.83,567958.74,98920.29,19/06/1977,1600303,Davi Alcolumbre,David Samuel Alcolumbre Tobelem,davi alcolumbre,DEM,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830
7,0,0,0,6,4,9,8,12,12,11,13,4,12,12,4,Titular,18,16,20,21,SC,5537,dario.berger@senador.leg.br,1082739.86,294970.67,370261.50,342470.27,75037.42,07/12/1956,4202602,Dário Berger,Dário Elias Berger,dario berger,PMDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5537.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5537
0,0,0,0,9,11,0,11,35,34,0,32,0,0,0,0,Titular,44,45,0,43,MA,16,edison.lobao@senador.leg.br,966018.05,212740.58,187685.86,564486.36,1105.25,05/12/1936,2106706,Edison Lobão,Edison Lobão,edison lobao,PMDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador16.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/16
12,12,12,4,31,32,35,37,15,15,17,21,0,0,0,0,Titular,46,47,52,58,SE,4721,eduardo.amorim@senador.leg.br,1222098.02,382818.45,328053.58,367903.57,143322.42,17/05/1963,2802908,Eduardo Amorim,Eduardo Alves do Amorim,eduardo amorim,PSDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4721.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4721
1,0,0,0,0,5,6,6,0,23,25,29,0,8,12,4,Titular,0,28,31,35,AM,4994,eduardo.braga@senador.leg.br,1027949.47,30.87,304733.26,504561.19,218624.15,06/12/1960,1501402,Eduardo Braga,Carlos Eduardo de Souza Braga,eduardo braga,PMDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4994.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4994
0,3,12,4,0,0,41,41,0,0,18,21,0,0,0,0,1º Suplente,0,0,59,62,RJ,4767,eduardo.lopes@senador.leg.br,807670.17,0.00,123827.54,489818.07,194024.56,19/09/1964,-1,Eduardo Lopes,Eduardo Benedito Lopes,eduardo lopes,PRB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4767.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4767
0,0,0,0,51,49,36,36,27,14,24,27,10,12,12,4,Titular,78,63,60,63,PI,5531,elmano.ferrer@senador.leg.br,1575563.13,475927.93,470403.73,481857.41,147374.06,01/08/1942,2307502,Elmano Férrer,Elmano Férrer de Almeida,elmano ferrer,PODE,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531
0,0,0,0,22,21,25,25,9,9,12,15,0,0,0,0,Titular,31,30,37,40,CE,612,eunicio.oliveira@senador.leg.br,73382.91,26096.81,24556.75,21414.37,1314.98,30/09/1952,2307502,Eunício Oliveira,Eunício Lopes de Oliveira,eunicio oliveira,PMDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador612.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/612
0,0,0,0,12,17,18,19,24,21,15,19,0,0,0,0,Titular,36,38,33,38,PE,5540,fernandobezerracoelho@senador.leg.br,1564667.34,435354.56,500494.51,454370.48,174447.79,07/12/1957,2611101,Fernando Bezerra Coelho,Fernando Bezerra de Souza Coelho,fernando bezerra coelho,PMDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5540.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5540
0,0,0,0,0,0,31,33,77,78,50,55,12,12,12,4,Titular,77,78,81,88,AL,4525,fernando.collor@senador.leg.br,1591680.71,478864.48,537064.71,431015.35,144736.17,12/08/1949,3304557,Fernando Collor,Fernando Affonso Collor de Mello,fernando collor,PTC,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4525.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4525
3,0,0,0,9,9,10,10,19,17,19,22,10,12,12,4,Titular,28,26,29,32,PA,3634,flexa.ribeiro@senador.leg.br,1693609.19,541549.06,437592.44,546540.05,167927.64,12/09/1945,1501402,Flexa Ribeiro,Fernando de Souza Flexa Ribeiro,flexa ribeiro,PSDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3634.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3634
11,4,0,0,21,21,24,25,8,8,9,13,0,8,12,4,Titular,29,29,33,38,RN,3713,fatima.bezerra@senadora.leg.br,1117445.47,322699.64,364024.75,350266.57,80454.51,19/05/1955,2510303,Fátima Bezerra,Maria de Fátima Bezerra,fatima bezerra,PT,Feminino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3713.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3713
0,0,0,0,18,16,19,19,21,21,21,25,12,12,12,4,Titular,39,37,40,44,RN,87,garibaldi.alves@senador.leg.br,1023888.60,271765.52,250831.12,350423.77,150868.19,04/02/1947,2408102,Garibaldi Alves Filho,Garibaldi Alves Filho,garibaldi alves filho,PMDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador87.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/87
0,0,0,0,22,23,22,22,18,18,18,21,7,12,12,4,Titular,40,41,40,43,AC,4558,gladson.cameli@senador.leg.br,2032047.90,619038.09,629350.65,583773.22,199885.94,26/03/1978,1200203,Gladson Cameli,Gladson de Lima Cameli,gladson cameli,PP,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4558.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4558
0,0,0,0,27,24,30,30,13,15,12,14,12,12,12,4,Titular,40,39,42,44,PR,5006,gleisi@senadora.leg.br,1407583.69,394675.40,415006.39,468567.87,129334.03,06/09/1965,4106902,Gleisi Hoffmann,Gleisi Helena Hoffmann,gleisi hoffmann,PT,Feminino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5006.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5006
0,0,0,0,17,18,21,21,17,15,18,21,12,12,12,4,Titular,34,33,39,42,PE,5008,humberto.costa@senador.leg.br,1904951.92,518628.15,599929.54,613236.12,173158.11,07/07/1957,3509502,Humberto Costa,Humberto Sérgio Costa Lima,humberto costa,PT,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5008
0,0,0,0,0,19,30,41,79,57,46,59,0,0,0,0,1º Suplente,79,76,76,100,DF,5100,heliojose@senador.leg.br,957311.06,243355.52,300146.29,332663.38,81145.87,09/03/1960,5205802,Hélio José,Hélio José da Silva Lima,helio jose,PROS,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5100.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5100
0,0,0,0,47,48,48,46,17,19,20,27,12,12,12,4,Titular,64,67,68,73,RO,5004,ivo.cassol@senador.leg.br,1463681.69,446610.92,434654.94,451310.79,131105.04,20/01/1959,4204301,Ivo Cassol,Ivo Narciso Cassol,ivo cassol,PP,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5004.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5004
0,0,0,0,13,12,15,15,10,10,13,14,12,12,12,4,Titular,23,22,28,29,PA,35,jader.barbalho@senador.leg.br,705345.43,241203.75,252899.39,182935.85,28306.44,27/10/1944,1501402,Jader Barbalho,Jader Fontenelle Barbalho,jader barbalho,PMDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador35.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/35
0,0,0,0,16,15,21,23,9,9,14,18,12,12,12,4,Titular,25,24,35,41,AC,4990,jorge.viana@senador.leg.br,1498598.88,448924.85,452562.15,406386.55,190725.33,20/09/1959,1200401,Jorge Viana,Jorge Ney Viana Macedo Neves,jorge viana,PT,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4990.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4990
12,12,12,4,23,22,22,22,19,22,24,27,0,0,0,0,Titular,42,44,46,49,RN,40,jose.agripino@senador.leg.br,1218270.22,346288.68,370106.07,361098.49,140776.98,23/05/1945,2408003,José Agripino,José Agripino Maia,jose agripino,DEM,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador40.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/40
0,0,0,0,16,19,19,19,12,10,9,13,10,12,12,4,Titular,28,29,28,32,PB,3361,jose.maranhao@senador.leg.br,989902.74,215923.46,332565.33,356942.66,84471.29,06/09/1933,2501005,José Maranhão,José Targino Maranhão,jose maranhao,PMDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3361.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3361
0,0,0,0,14,11,13,13,19,19,16,20,10,12,12,4,1º Suplente,33,30,29,33,MT,5112,josemedeiros@senador.leg.br,1590302.73,446459.40,482118.28,494559.18,167165.87,19/03/1970,2402006,José Medeiros,José Antônio Medeiros,jose medeiros,PODE,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5112.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5112
0,0,0,0,22,20,28,28,9,13,13,17,12,12,12,4,Titular,31,33,41,45,CE,615,jose.pimentel@senador.leg.br,1820491.22,587188.85,527028.70,564144.06,142129.61,16/10/1953,2208007,José Pimentel,José Barroso Pimentel,jose pimentel,PT,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador615.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/615
0,0,0,0,7,0,12,11,15,0,13,17,10,12,12,4,Titular,22,0,25,28,SP,90,jose.serra@senador.leg.br,880783.51,344971.54,119274.39,315822.41,100715.17,19/03/1942,3550308,José Serra,José Serra,jose serra,PSDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador90.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/90
0,0,0,0,27,28,29,29,47,50,55,58,12,12,12,4,Titular,74,78,84,87,MA,950,joao.alberto.souza@senador.leg.br,1164787.16,332336.09,270126.76,436175.57,126148.74,01/10/1935,2111706,João Alberto Souza,João Alberto de Souza,joao alberto souza,PMDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador950.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/950
0,0,0,0,40,42,47,48,19,15,15,19,12,12,12,4,Titular,59,57,62,67,AP,3394,joao.capiberibe@senador.leg.br,1796851.45,550155.39,538127.29,537210.20,171358.57,06/05/1947,1500305,João Capiberibe,João Alberto Rodrigues Capiberibe,joao capiberibe,PSB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3394.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3394
0,7,12,4,0,16,28,30,0,16,16,19,1,0,0,0,Titular,0,32,44,49,TO,1249,katia.abreu@senadora.leg.br,612446.27,9.92,149873.45,351825.46,110737.44,02/02/1962,5208707,Kátia Abreu,Kátia Regina de Abreu,katia abreu,PDT,Feminino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1249.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/1249
0,0,0,0,5,6,6,6,13,11,14,17,10,12,12,4,Titular,18,17,20,23,RS,5533,lasier.martins@senador.leg.br,897827.19,235872.63,266400.11,323582.50,71971.95,14/04/1942,4308805,Lasier Martins,Lasier Costa Martins,lasier martins,PSD,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5533.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5533
12,1,0,0,15,15,15,11,16,17,18,24,0,11,12,4,Titular,31,32,33,35,RJ,3695,lindbergh.farias@senador.leg.br,1373087.82,421587.90,423511.99,407381.51,120606.42,08/12/1969,2507507,Lindbergh Farias,Luiz Lindbergh Farias Filho,lindbergh farias,PT,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3695.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3695
0,0,0,0,28,31,29,29,24,19,21,25,12,12,12,4,Titular,52,50,50,54,BA,4575,lidice.mata@senadora.leg.br,1306743.25,474072.86,351439.13,364347.96,116883.30,12/03/1956,2904902,Lídice da Mata,Lídice da Mata e Souza,lidice da mata,PSB,Feminino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4575.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4575
0,0,0,0,6,8,10,10,19,17,17,21,12,12,12,4,Titular,25,25,27,31,GO,643,lucia.vania@senadora.leg.br,1015318.75,277072.10,308298.79,341692.36,88255.50,15/10/1944,5206602,Lúcia Vânia,Lúcia Vânia Abrão,lucia vania,PSB,Feminino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador643.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/643
12,12,12,4,30,29,30,29,18,16,15,20,0,0,0,0,Titular,48,45,45,49,ES,631,magno.malta@senador.leg.br,1387332.52,466468.59,435377.26,357310.03,128176.64,16/10/1957,2919702,Magno Malta,Magno Pereira Malta,magno malta,PR,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador631.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/631
0,0,0,0,0,0,21,22,0,0,14,18,1,0,0,0,Titular,0,0,35,40,SE,1023,maria.carmo.alves@senadora.leg.br,459714.04,135007.94,9685.33,230524.43,84496.34,23/08/1941,2801603,Maria do Carmo Alves,Maria do Carmo do Nascimento Alves,maria do carmo alves,DEM,Feminino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1023.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/1023
0,0,0,0,10,15,20,26,18,17,17,19,12,12,12,4,Titular,28,32,37,45,SP,5000,marta.suplicy@senadora.leg.br,928415.39,224877.21,305629.16,305161.96,92747.06,18/03/1945,3550308,Marta Suplicy,Marta Teresa Suplicy,marta suplicy,PMDB,Feminino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5000.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5000
10,12,12,4,0,0,0,0,38,34,38,40,0,0,0,0,Titular,38,34,38,40,AM,5525,omar.aziz@senador.leg.br,1471543.14,401182.44,416699.36,502825.85,150835.49,13/08/1958,3516705,Omar Aziz,Omar José Abdel Aziz,omar aziz,PSD,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5525.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5525
0,0,0,0,13,16,19,21,15,15,15,19,10,12,12,4,Titular,28,31,34,40,BA,5523,otto.alencar@senador.leg.br,850118.62,220358.04,221020.19,270736.41,138003.98,28/08/1947,2927200,Otto Alencar,Otto Roberto Mendonça de Alencar,otto alencar,PSD,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5523.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5523
0,0,0,0,15,12,14,14,12,10,11,14,12,12,12,4,Titular,27,22,25,28,SC,3741,paulo.bauer@senador.leg.br,1545971.15,488678.62,462852.70,453021.37,141418.46,20/03/1957,4202404,Paulo Bauer,Paulo Roberto Bauer,paulo bauer,PSDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3741.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3741
12,12,12,1,14,15,19,18,18,17,18,23,0,0,0,0,Titular,32,32,37,41,RS,825,paulopaim@senador.leg.br,1577740.09,324307.00,484492.84,530405.10,238535.15,15/03/1950,4305108,Paulo Paim,Paulo Renato Paim,paulo paim,PT,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador825.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/825
0,0,0,0,25,27,30,29,14,15,16,18,0,7,12,4,Titular,39,42,46,47,PA,374,paulo.rocha@senador.leg.br,1736666.09,390634.74,630082.00,573891.65,142057.70,01/04/1951,1502905,Paulo Rocha,Paulo Roberto Galvão da Rocha,paulo rocha,PT,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador374.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/374
0,6,12,4,0,12,16,18,0,14,16,20,0,0,0,0,1º Suplente,0,26,32,38,MS,5116,pedrochaves@senador.leg.br,861393.38,0.00,277079.91,470653.71,113659.76,07/12/1940,5002704,Pedro Chaves,Pedro Chaves dos Santos Filho,pedro chaves,PRB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5116.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5116
0,0,0,0,15,14,13,14,11,14,13,16,0,0,0,0,1º Suplente,26,28,26,30,PB,2207,raimundo.lira@senador.leg.br,693963.95,146305.60,181012.35,233258.66,133387.34,16/12/1943,2503704,Raimundo Lira,Raimundo Lira,raimundo lira,PSD,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2207.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/2207
0,0,0,0,22,30,35,35,15,13,13,17,12,12,12,4,Titular,37,43,48,52,AP,5012,randolfe.rodrigues@senador.leg.br,1654390.81,528366.64,532351.48,450742.29,142930.40,06/11/1972,2606002,Randolfe Rodrigues,Randolph Frederich Rodrigues Alves,randolfe rodrigues,REDE,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5012
11,12,12,4,10,13,14,14,19,16,16,19,0,0,0,0,1º Suplente,29,29,30,33,PI,5182,reginasousa@senadora.leg.br,1355135.70,471755.48,371565.86,396013.76,115800.60,04/07/1950,2211100,Regina Sousa,Maria Regina Sousa,regina sousa,PT,Feminino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5182.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5182
0,0,0,0,0,0,0,0,10,9,10,9,0,0,0,0,Titular,10,9,10,9,DF,5236,reguffe@senador.leg.br,3639.25,2130.17,513.93,823.59,171.56,05/09/1972,3304557,Reguffe,José Antônio Machado Reguffe,reguffe,S/Partido,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5236.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5236
0,0,0,0,23,20,25,26,18,18,20,25,12,12,12,4,Titular,41,38,45,51,AL,70,renan.calheiros@senador.leg.br,533857.06,66503.14,169921.25,245891.63,51541.04,16/09/1955,2705507,Renan Calheiros,José Renan Vasconcelos Calheiros,renan calheiros,PMDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador70.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/70
9,2,0,0,10,9,0,14,16,15,0,16,0,9,12,3,Titular,26,24,0,30,ES,635,ricardo.ferraco@senador.leg.br,1062297.29,341104.43,301471.61,355877.25,63844.00,17/08/1963,3201209,Ricardo Ferraço,Ricardo de Rezende Ferraço,ricardo ferraco,PSDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador635.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/635
